,datetime,bid_open,bid_high,bid_low,bid_close,bid_volume,bid_average,bid_barCount,ask_open,ask_high,ask_low,ask_close,ask_volume,ask_average,ask_barCount
57600,2020-09-08 16:00:00+00:00,0.72286,0.7229,0.72286,0.7229,-1,-1.0,-1,0.72287,0.72293,0.72287,0.72292,-1,-1.0,-1
61200,2020-09-08 17:00:00+00:00,0.72403,0.72403,0.72403,0.72403,-1,-1.0,-1,0.72406,0.72406,0.72406,0.72406,-1,-1.0,-1
64800,2020-09-08 18:00:00+00:00,0.72391,0.72392,0.72391,0.72392,-1,-1.0,-1,0.72396,0.72396,0.72395,0.72396,-1,-1.0,-1
68400,2020-09-08 19:00:00+00:00,0.72159,0.72159,0.72159,0.72159,-1,-1.0,-1,0.72163,0.72163,0.72162,0.72163,-1,-1.0,-1
72000,2020-09-08 20:00:00+00:00,0.72136,0.72136,0.72129,0.72129,-1,-1.0,-1,0.72139,0.72139,0.72132,0.72132,-1,-1.0,-1
78300,2020-09-08 22:00:00+00:00,0.72008,0.72008,0.7199,0.71994,-1,-1.0,-1,0.72015,0.72015,0.71996,0.72002,-1,-1.0,-1
81900,2020-09-08 23:00:00+00:00,0.7204,0.72045,0.7204,0.72044,-1,-1.0,-1,0.72046,0.72049,0.72046,0.72049,-1,-1.0,-1
0,2020-09-09 00:00:00+00:00,0.72094,0.72096,0.72094,0.72095,-1,-1.0,-1,0.72096,0.72097,0.72096,0.72097,-1,-1.0,-1
3600,2020-09-09 01:00:00+00:00,0.72154,0.72154,0.72154,0.72154,-1,-1.0,-1,0.72156,0.72156,0.72156,0.72156,-1,-1.0,-1
7200,2020-09-09 02:00:00+00:00,0.72191,0.72191,0.72191,0.72191,-1,-1.0,-1,0.72194,0.72195,0.72193,0.72194,-1,-1.0,-1
10800,2020-09-09 03:00:00+00:00,0.72193,0.72199,0.72193,0.72199,-1,-1.0,-1,0.72194,0.722,0.72194,0.722,-1,-1.0,-1
14400,2020-09-09 04:00:00+00:00,0.72194,0.72195,0.72194,0.72195,-1,-1.0,-1,0.72195,0.72197,0.72195,0.72197,-1,-1.0,-1
18000,2020-09-09 05:00:00+00:00,0.72243,0.72243,0.72242,0.72243,-1,-1.0,-1,0.72244,0.72244,0.72244,0.72244,-1,-1.0,-1
21600,2020-09-09 06:00:00+00:00,0.72252,0.72252,0.72248,0.72249,-1,-1.0,-1,0.72255,0.72255,0.72251,0.72253,-1,-1.0,-1
25200,2020-09-09 07:00:00+00:00,0.72128,0.72128,0.72124,0.72125,-1,-1.0,-1,0.72129,0.72129,0.72126,0.72126,-1,-1.0,-1
28800,2020-09-09 08:00:00+00:00,0.72299,0.72299,0.7229,0.72291,-1,-1.0,-1,0.723,0.723,0.72291,0.72293,-1,-1.0,-1
32400,2020-09-09 09:00:00+00:00,0.72286,0.72286,0.72286,0.72286,-1,-1.0,-1,0.72289,0.72289,0.72288,0.72288,-1,-1.0,-1
36000,2020-09-09 10:00:00+00:00,0.72363,0.72363,0.72361,0.72361,-1,-1.0,-1,0.72366,0.72366,0.72363,0.72363,-1,-1.0,-1
39600,2020-09-09 11:00:00+00:00,0.72331,0.72332,0.72331,0.72332,-1,-1.0,-1,0.72335,0.72335,0.72335,0.72335,-1,-1.0,-1
43200,2020-09-09 12:00:00+00:00,0.72351,0.72351,0.72348,0.72349,-1,-1.0,-1,0.72352,0.72352,0.72349,0.72351,-1,-1.0,-1
46800,2020-09-09 13:00:00+00:00,0.72559,0.72561,0.72554,0.72554,-1,-1.0,-1,0.72561,0.72562,0.72556,0.72557,-1,-1.0,-1
50400,2020-09-09 14:00:00+00:00,0.72714,0.72714,0.72712,0.72712,-1,-1.0,-1,0.72716,0.72716,0.72715,0.72715,-1,-1.0,-1
54000,2020-09-09 15:00:00+00:00,0.72711,0.72719,0.72711,0.72719,-1,-1.0,-1,0.72714,0.72722,0.72714,0.7272,-1,-1.0,-1
57600,2020-09-09 16:00:00+00:00,0.72741,0.72742,0.7274,0.72741,-1,-1.0,-1,0.72742,0.72745,0.72742,0.72744,-1,-1.0,-1
61200,2020-09-09 17:00:00+00:00,0.7277,0.7277,0.7277,0.7277,-1,-1.0,-1,0.72771,0.72771,0.72771,0.72771,-1,-1.0,-1
64800,2020-09-09 18:00:00+00:00,0.72723,0.72725,0.72723,0.72725,-1,-1.0,-1,0.72726,0.72729,0.72726,0.72728,-1,-1.0,-1
68400,2020-09-09 19:00:00+00:00,0.72705,0.72705,0.72704,0.72704,-1,-1.0,-1,0.72706,0.72706,0.72706,0.72706,-1,-1.0,-1
72000,2020-09-09 20:00:00+00:00,0.72806,0.72807,0.72804,0.72804,-1,-1.0,-1,0.72808,0.72808,0.72808,0.72808,-1,-1.0,-1
78300,2020-09-09 22:00:00+00:00,0.72816,0.72817,0.72812,0.72812,-1,-1.0,-1,0.7282,0.7282,0.7282,0.7282,-1,-1.0,-1
81900,2020-09-09 23:00:00+00:00,0.7282,0.72821,0.72819,0.72819,-1,-1.0,-1,0.72828,0.72828,0.72825,0.72825,-1,-1.0,-1
0,2020-09-10 00:00:00+00:00,0.72753,0.72753,0.72749,0.72749,-1,-1.0,-1,0.72755,0.72755,0.7275,0.72752,-1,-1.0,-1
3600,2020-09-10 01:00:00+00:00,0.72675,0.72681,0.72675,0.7268,-1,-1.0,-1,0.72677,0.72684,0.72677,0.72682,-1,-1.0,-1
